Type,Document,Start,End
L1 Background,France-FR-1-1.txt,3,503
L1 Analysis,France-FR-1-1.txt,504,3942
L2 Outcome,France-FR-1-1.txt,3763,3942
L1 Background,France-FR-1-2.txt,6,972
L1 Analysis,France-FR-1-2.txt,973,2149
L2 Outcome,France-FR-1-2.txt,1360,2149
L1 Background,France-FR-1-3.txt,2,1108
L1 Analysis,France-FR-1-3.txt,1111,2709
L2 Outcome,France-FR-1-3.txt,1749,2709
L1 Background,France-FR-1-4.txt,4,1253
L1 Analysis,France-FR-1-4.txt,1256,5990
L2 Outcome,France-FR-1-4.txt,5862,5990
L1 Background,France-FR-1-8.txt,3,864
L1 Analysis,France-FR-1-8.txt,865,2682
L2 Outcome,France-FR-1-8.txt,1923,2682
L1 Background,France-FR-1-5.txt,5,571
L1 Analysis,France-FR-1-5.txt,574,3063
L2 Outcome,France-FR-1-5.txt,2428,3063
L1 Background,France-FR-1-9.txt,2,1112
L1 Analysis,France-FR-1-9.txt,1113,12811
L2 Outcome,France-FR-1-9.txt,11952,12811
L1 Background,France-FR-1-6.txt,2,972
L1 Analysis,France-FR-1-6.txt,973,1995
L2 Outcome,France-FR-1-6.txt,1674,1995
L1 Background,France-FR-1-7.txt,5,689
L1 Analysis,France-FR-1-7.txt,692,2313
L2 Outcome,France-FR-1-7.txt,2127,2313
L1 Background,France-FR-1-19.txt,3,2193
L1 Analysis,France-FR-1-19.txt,2196,9441
L2 Outcome,France-FR-1-19.txt,8355,9441
L1 Background,France-FR-1-10.txt,5,305
L1 Analysis,France-FR-1-10.txt,308,2379
L2 Outcome,France-FR-1-10.txt,2326,2379
L1 Background,France-FR-1-11.txt,5,365
L1 Analysis,France-FR-1-11.txt,368,1521
L2 Outcome,France-FR-1-11.txt,1268,1521
L1 Background,France-FR-1-12.txt,3,1439
L1 Analysis,France-FR-1-12.txt,1439,2832
L2 Outcome,France-FR-1-12.txt,2753,2832
L1 Analysis,France-FR-1-14.txt,3,2871
L2 Outcome,France-FR-1-14.txt,2124,2871
L1 Background,France-FR-1-13.txt,5,338
L1 Analysis,France-FR-1-13.txt,341,3404
L2 Outcome,France-FR-1-13.txt,3095,3404
L1 Background,France-FR-1-15.txt,5,698
L1 Analysis,France-FR-1-15.txt,702,5558
L2 Outcome,France-FR-1-15.txt,5234,5558
L1 Analysis,France-FR-1-16.txt,5,949
L2 Outcome,France-FR-1-16.txt,811,949
L1 Background,France-FR-1-17.txt,4,439
L1 Analysis,France-FR-1-17.txt,442,3367
L2 Outcome,France-FR-1-17.txt,3076,3367
L1 Background,France-FR-1-18.txt,3,1259
L1 Analysis,France-FR-1-18.txt,1260,7785
L2 Outcome,France-FR-1-18.txt,7653,7785
L1 Background,France-FR-1-20.txt,3,503
L1 Analysis,France-FR-1-20.txt,504,2437
L2 Outcome,France-FR-1-20.txt,2231,2437
L1 Background,France-FR-1-21.txt,3,1370
L1 Analysis,France-FR-1-21.txt,1371,4435
L2 Outcome,France-FR-1-21.txt,3796,4435
L1 Analysis,France-FR-1-22.txt,3,1706
L2 Outcome,France-FR-1-22.txt,1601,1706
L1 Analysis,France-FR-1-23.txt,5,1307
L2 Outcome,France-FR-1-23.txt,1157,1307
L1 Analysis,France-FR-1-24.txt,5,2216
L2 Outcome,France-FR-1-24.txt,1644,2216
L1 Background,France-FR-1-25.txt,5,891
L1 Analysis,France-FR-1-25.txt,894,2460
L2 Outcome,France-FR-1-25.txt,2271,2460
L1 Background,France-FR-1-26.txt,5,437
L1 Analysis,France-FR-1-26.txt,440,1747
L2 Outcome,France-FR-1-26.txt,1643,1747
L1 Background,France-FR-1-27.txt,5,768
L1 Analysis,France-FR-1-27.txt,771,2328
L2 Outcome,France-FR-1-27.txt,2223,2328
L1 Analysis,France-FR-1-28.txt,5,1764
L2 Outcome,France-FR-1-28.txt,1167,1764
L1 Background,France-FR-1-29.txt,5,1174
L1 Analysis,France-FR-1-29.txt,1177,2321
L2 Outcome,France-FR-1-29.txt,2239,2321
L1 Analysis,France-FR-1-31.txt,5,969
L2 Outcome,France-FR-1-31.txt,670,969
L1 Analysis,France-FR-1-30.txt,5,1078
L2 Outcome,France-FR-1-30.txt,974,1078
L1 Background,France-FR-1-32.txt,1,930
L1 Analysis,France-FR-1-32.txt,933,3111
L2 Outcome,France-FR-1-32.txt,3028,3111
L1 Background,France-FR-1-33.txt,5,489
L1 Analysis,France-FR-1-33.txt,492,5745
L2 Outcome,France-FR-1-33.txt,4801,5745
L1 Background,France-FR-1-34.txt,5,953
L1 Analysis,France-FR-1-34.txt,956,2017
L2 Outcome,France-FR-1-34.txt,1913,2017
L1 Analysis,France-FR-1-35.txt,3,1284
L2 Outcome,France-FR-1-35.txt,1142,1284
L1 Background,France-FR-1-36.txt,0,644
L1 Analysis,France-FR-1-36.txt,648,2546
L2 Outcome,France-FR-1-36.txt,2491,2546
L1 Background,France-FR-1-38.txt,0,1312
L1 Analysis,France-FR-1-38.txt,1315,3725
L2 Outcome,France-FR-1-38.txt,2604,3725
L1 Analysis,France-FR-1-37.txt,0,2707
L2 Outcome,France-FR-1-37.txt,1943,2707
L1 Background,France-FR-1-39.txt,0,898
L1 Analysis,France-FR-1-39.txt,902,6108
L2 Outcome,France-FR-1-39.txt,5938,6108
L1 Analysis,France-FR-1-40.txt,5,1137
L2 Outcome,France-FR-1-40.txt,946,1135
L1 Background,France-FR-1-41.txt,5,936
L1 Analysis,France-FR-1-41.txt,939,7691
L2 Outcome,France-FR-1-41.txt,7009,7691
L1 Analysis,France-FR-1-42.txt,5,2106
L2 Outcome,France-FR-1-42.txt,1429,2106
L1 Background,France-FR-1-43.txt,5,1182
L1 Analysis,France-FR-1-43.txt,1185,2518
L2 Outcome,France-FR-1-43.txt,2413,2518
L1 Analysis,France-FR-1-44.txt,5,2480
L2 Outcome,France-FR-1-44.txt,1634,2480
L1 Analysis,France-FR-1-45.txt,5,1867
L2 Outcome,France-FR-1-45.txt,1631,1867
L1 Analysis,France-FR-1-46.txt,3,1712
L2 Outcome,France-FR-1-46.txt,1560,1712
L1 Background,France-FR-1-47.txt,5,787
L1 Analysis,France-FR-1-47.txt,790,2303
L2 Outcome,France-FR-1-47.txt,2199,2303
L1 Background,France-FR-1-48.txt,2,878
L1 Analysis,France-FR-1-48.txt,879,2525
L2 Outcome,France-FR-1-48.txt,2419,2525
L1 Analysis,France-FR-1-49.txt,8,3521
L2 Outcome,France-FR-1-49.txt,2889,3521
L1 Background,France-FR-1-50.txt,5,1251
L1 Analysis,France-FR-1-50.txt,1254,2174
L2 Outcome,France-FR-1-50.txt,2069,2174
L1 Analysis,France-FR-1-51.txt,3,1882
L2 Outcome,France-FR-1-51.txt,1340,1882
L1 Analysis,France-FR-1-52.txt,1,929
L2 Outcome,France-FR-1-52.txt,742,929
L1 Background,France-FR-1-53.txt,3,1689
L1 Analysis,France-FR-1-53.txt,1690,3538
L2 Outcome,France-FR-1-53.txt,3433,3538
L1 Analysis,France-FR-1-54.txt,5,1684
L2 Outcome,France-FR-1-54.txt,1541,1684
L1 Analysis,France-FR-1-55.txt,5,4178
L2 Outcome,France-FR-1-55.txt,3242,4178
L1 Analysis,France-FR-1-56.txt,5,1483
L2 Outcome,France-FR-1-56.txt,1347,1483
L1 Background,France-FR-1-57.txt,4,818
L1 Analysis,France-FR-1-57.txt,821,2529
L2 Outcome,France-FR-1-57.txt,2424,2529
L1 Analysis,France-FR-1-58.txt,4,2821
L2 Outcome,France-FR-1-58.txt,2190,2821
L1 Analysis,France-FR-1-59.txt,4,2506
L2 Outcome,France-FR-1-59.txt,1735,2506
L1 Background,France-FR-1-60.txt,3,548
L1 Analysis,France-FR-1-60.txt,551,1485
L2 Outcome,France-FR-1-60.txt,753,1485
L1 Background,France-FR-1-61.txt,3,2597
L1 Analysis,France-FR-1-61.txt,2600,6461
L2 Outcome,France-FR-1-61.txt,5797,6461
L1 Analysis,France-FR-1-62.txt,2,2365
L2 Outcome,France-FR-1-62.txt,1721,2365
L1 Analysis,France-FR-1-63.txt,7,3219
L2 Outcome,France-FR-1-63.txt,2586,3219
L1 Background,France-FR-1-64.txt,4,2563
L1 Analysis,France-FR-1-64.txt,2566,4342
L2 Outcome,France-FR-1-64.txt,4197,4342
L1 Background,France-FR-1-65.txt,3,568
L1 Analysis,France-FR-1-65.txt,571,2289
L2 Outcome,France-FR-1-65.txt,2200,2289
L1 Analysis,France-FR-1-66.txt,2,2668
L2 Outcome,France-FR-1-66.txt,2073,2668
L1 Analysis,France-FR-1-68.txt,2,2245
L2 Outcome,France-FR-1-68.txt,1551,2245
L1 Background,France-FR-1-67.txt,2,857
L1 Analysis,France-FR-1-67.txt,858,1602
L2 Outcome,France-FR-1-67.txt,1534,1602
L1 Background,France-FR-1-69.txt,7,463
L1 Analysis,France-FR-1-69.txt,466,3481
L2 Outcome,France-FR-1-69.txt,3274,3479
L1 Background,France-FR-1-70.txt,4,511
L1 Analysis,France-FR-1-70.txt,514,2608
L2 Outcome,France-FR-1-70.txt,2389,2608
L1 Background,France-FR-1-71.txt,1,633
L1 Analysis,France-FR-1-71.txt,634,6615
L2 Outcome,France-FR-1-71.txt,5502,6615
L1 Background,France-FR-1-77.txt,3,1216
L1 Analysis,France-FR-1-77.txt,1219,27945
L2 Outcome,France-FR-1-77.txt,27722,27945
L1 Background,France-FR-1-72.txt,2,382
L1 Analysis,France-FR-1-72.txt,383,2515
L2 Outcome,France-FR-1-72.txt,2493,2515
L1 Background,France-FR-1-75.txt,0,400
L1 Analysis,France-FR-1-75.txt,401,5996
L2 Outcome,France-FR-1-75.txt,5874,5996
L1 Background,France-FR-1-73.txt,2,320
L1 Analysis,France-FR-1-73.txt,321,3766
L2 Outcome,France-FR-1-73.txt,3530,3766
L1 Background,France-FR-1-74.txt,4,393
L1 Analysis,France-FR-1-74.txt,396,1545
L2 Outcome,France-FR-1-74.txt,1284,1545
L1 Background,France-FR-1-76.txt,4,448
L1 Analysis,France-FR-1-76.txt,451,2997
L2 Outcome,France-FR-1-76.txt,2213,2997
L1 Background,France-FR-1-78.txt,3,4464
L1 Analysis,France-FR-1-78.txt,4465,9453
L2 Outcome,France-FR-1-78.txt,8867,9453
L1 Background,France-FR-1-79.txt,1,1635
L1 Analysis,France-FR-1-79.txt,1636,6314
L2 Outcome,France-FR-1-79.txt,6053,6314
L1 Background,France-FR-1-80.txt,2,602
L1 Analysis,France-FR-1-80.txt,603,2722
L2 Outcome,France-FR-1-80.txt,1948,2722
L1 Analysis,France-FR-1-82.txt,3,3247
L2 Outcome,France-FR-1-82.txt,2270,3247
L1 Background,France-FR-1-81.txt,3,756
L1 Analysis,France-FR-1-81.txt,757,3517
L2 Outcome,France-FR-1-81.txt,3344,3517
L1 Background,France-FR-1-83.txt,3,1174
L1 Analysis,France-FR-1-83.txt,1174,5175
L2 Outcome,France-FR-1-83.txt,4891,5175
L1 Analysis,France-FR-1-85.txt,3,4558
L2 Outcome,France-FR-1-85.txt,4094,4558
L1 Background,France-FR-1-84.txt,3,557
L1 Analysis,France-FR-1-84.txt,558,3461
L2 Outcome,France-FR-1-84.txt,3374,3461
L1 Analysis,France-FR-1-86.txt,3,2222
L2 Outcome,France-FR-1-86.txt,1354,2222
L1 Analysis,France-FR-1-88.txt,3,2807
L2 Outcome,France-FR-1-88.txt,2231,2807
L1 Background,France-FR-1-87.txt,3,1657
L1 Analysis,France-FR-1-87.txt,1657,5416
L2 Outcome,France-FR-1-87.txt,5283,5416
L1 Background,France-FR-1-89.txt,1,377
L1 Analysis,France-FR-1-89.txt,378,3941
L2 Outcome,France-FR-1-89.txt,3702,3941
L1 Background,France-FR-1-90.txt,0,3802
L1 Analysis,France-FR-1-90.txt,3803,6182
L2 Outcome,France-FR-1-90.txt,5962,6182
L1 Analysis,France-FR-1-91.txt,3,2365
L2 Outcome,France-FR-1-91.txt,1583,2365
L1 Background,France-FR-1-92.txt,3,1589
L1 Analysis,France-FR-1-92.txt,1590,12075
L2 Outcome,France-FR-1-92.txt,11869,12075
L1 Background,France-FR-1-93.txt,3,1659
L1 Analysis,France-FR-1-93.txt,1660,5041
L2 Outcome,France-FR-1-93.txt,4012,5041
L1 Background,France-FR-1-94.txt,3,835
L1 Analysis,France-FR-1-94.txt,836,6223
L2 Outcome,France-FR-1-94.txt,5359,6223
L1 Background,France-FR-1-98.txt,1,417
L1 Analysis,France-FR-1-98.txt,419,4699
L2 Outcome,France-FR-1-98.txt,4419,4699
L1 Background,France-FR-1-97.txt,4,1133
L1 Analysis,France-FR-1-97.txt,1136,11343
L2 Outcome,France-FR-1-97.txt,11075,11343
L1 Background,France-FR-1-100.txt,2,917
L1 Analysis,France-FR-1-100.txt,918,4994
L2 Outcome,France-FR-1-100.txt,4316,4994
L1 Background,France-FR-1-96.txt,4,534
L1 Analysis,France-FR-1-96.txt,537,6880
L2 Outcome,France-FR-1-96.txt,6738,6880
L1 Background,France-FR-1-99.txt,2,199
L1 Analysis,France-FR-1-99.txt,200,2708
L2 Outcome,France-FR-1-99.txt,1698,2708
L1 Background,France-FR-1-95.txt,1,2483
L1 Analysis,France-FR-1-95.txt,2484,6785
L2 Outcome,France-FR-1-95.txt,4966,6785
